,Year,Count
0,1848,"Counter({'cause': 34, 'influence': 26, 'great': 26, 'temperance': 24, 'shall': 22, 'lady': 17, 'feel': 16, 'time': 16, 'moral': 14, 'virtue': 14, 'society': 14, 'social': 14, 'reform': 13, 'love': 12, 'speed': 12, 'sex': 12, 'come': 10, 'long': 10, 'right': 10, 'ask': 10, 'produce': 10, 'good': 10, 'well': 10, 'female': 10, 'afternoon': 8, 'cooperation': 8, 'change': 8, 'united': 8, 'question': 8, 'sacrifice': 8, 'union': 8, 'desire': 8, 'forth': 8, 'god': 8, 'power': 8, 'accomplish': 8, 'active': 8, 'daughter': 7, 'week': 7, 'meet': 6, 'truth': 6, 'permit': 6, 'tell': 6, 'friend': 6, 'mean': 6, 'devise': 6, 'brother': 6, 'destroyer': 6, 'carry': 6, 'surely': 6, 'order': 6, 'need': 6, 'mind': 6, 'present': 6, 'public': 6, 'individual': 6, 'effort': 6, 'little': 6, 'organize': 6, 'object': 6, 'noble': 6, 'hope': 6, 'profess': 6, 'humanity': 6, 'day': 6, 'intemperance': 6, 'circle': 6, 'heart': 6, 'work': 6, 'claim': 6, '[': 5, 'evil': 5, 'purpose': 4, 'advancement': 4, 'one': 4, 'motive': 4, 'expose': 4, 'wine': 4, 'brandy': 4, 'sure': 4, 'mental': 4, 'worth': 4, 'plan': 4, 'way': 4, 'year': 4, 'find': 4, 'canajoharie': 4, 'join': 4, 'naught': 4, 'answer': 4, 'manner': 4, 'circumstance': 4, 'number': 4, 'discover': 4, 'advance': 4, 'fall': 4, 'fellow': 4, 'individually': 4, 'accompany': 4, 'companion': 4, 'quaff': 4, 'go': 4, 'vain': 4, 'doubt': 4, 'hasten': 4, 'slow': 4, 'happy': 4, 'feeling': 4, 'sympathy': 4, 'mother': 4, 'mourn': 4, 'see': 4, 'vast': 4, 'foul': 4, 'end': 4, 'estimate': 4, 'soul': 4, 'know': 4, 'associate': 4, 'state': 4, 'look': 4, 'believe': 4, 'possess': 4, 'custom': 4, 'presence': 4, 'having': 4, 'true': 4, 'refinement': 4, 'inebriate': 4, 'hand': 4, 'path': 4, 'zealous': 4, 'think': 4, 'unite': 4, 'method': 4, 'action': 4, 'wish': 4, 'speedily': 4, 'opinion': 4, 'complete': 4, 'cast': 4, 'balance': 4, 'aid': 4, 'result': 4, 'influential': 4, 'hearty': 4, 'son': 3, 'arise': 3, 'inform': 3, 'welcome': 2, 'ladies': 2, 'hall': 2, 'invite': 2, 'hither': 2, 'listen': 2, 'new': 2, 'hear': 2, 'old': 2, 'eloquently': 2, 'portray': 2, 'timely': 2, 'advise': 2, 'destine': 2, 'disappointment': 2, 'nearly': 2, 'solicit': 2, 'mingle': 2, 'espouse': 2, 'common': 2, 'deeply': 2, 'interested': 2, 'allure': 2, 'corrupt': 2, 'fashionable': 2, 'sipping': 2, 'sisters': 2, 'vile': 2, 'art': 2, 'gentlemanly': 2, 'appear': 2, 'gallant': 2, 'half': 2, 'inebriated': 2, 'seducer': 2, 'council': 2, 'formation': 2, 'radical': 2, 'atmosphere': 2, 'sisterhood': 2, 'promotion': 2, 'encourage': 2, 'course': 2, 'sun': 2, 'roll': 2, 'circuit': 2, 'round': 2, 'propose': 2, 'intemperate': 2, 'possible': 2, 'necessity': 2, 'sustain': 2, 'like': 2, 'capable': 2, 'conviction': 2, 'exist': 2, 'avail': 2, 'aught': 2, 'removal': 2, 'unpropitious': 2, 'increase': 2, 'slowly': 2, 'fortunate': 2, 'false': 2, 'impression': 2, 'association': 2, 'supplant': 2, 'knowledge': 2, 'real': 2, 'able': 2, 'signal': 2, 'dishearten': 2, 'benefit': 2, 'being': 2, 'scandalize': 2, 'deficient': 2, 'capacity': 2, 'farther': 2, 'strongly': 2, 'condition': 2, 'race': 2, 'elevate': 2, 'thoughtless': 2, 'whirl': 2, 'giddy': 2, 'dance': 2, 'intoxicated': 2, 'partner': 2, 'side': 2, 'reel': 2, 'secluded': 2, 'nook': 2, 'destroy': 2, 'cup': 2, 'unseen': 2, 'unfelt': 2, 'future': 2, 'convince': 2, 'weekly': 2, 'resort': 2, 'meeting': 2, 'admire': 2, 'respect': 2, 'nay': 2, 'venerate': 2, 'despise': 2, 'band': 2, 'assurance': 2, 'inspire': 2, 'courage': 2, 'onward': 2, 'prevail': 2, 'ultimate': 2, 'triumph': 2, 'hesitate': 2, 'noiseless': 2, 'step': 2, 'enter': 2, 'family': 2, 'bind': 2, 'cord': 2, 'touch': 2, 'gentle': 2, 'privileged': 2, 'spend': 2, 'swiftly': 2, 'pass': 2, 'hour': 2, 'weak': 2, 'suffer': 2, 'count': 2, 'waste': 2, 'street': 2, 'proclaim': 2, 'blight': 2, 'mildew': 2, 'connexion': 2, 'wife': 2, 'watch': 2, 'tremble': 2, 'tearful': 2, 'eye': 2, 'descent': 2, 'idolize': 2, 'loathsom': 2, 'haunt': 2, 'drunkenness': 2, 'darle': 2, 'launch': 2, 'bark': 2, 'wave': 2, 'mighty': 2, 'whirlpool': 2, 'urge': 2, 'aggrieve': 2, 'inroad': 2, 'certainly': 2, 'confe': 2, 'home': 2, 'center': 2, 'benevolent': 2, 'kindred': 2, 'care': 2, 'culture': 2, 'save': 2, 'darling': 2, 'gratification': 2, 'selfish': 2, 'passion': 2, 'impulse': 2, 'desirable': 2, 'aspect': 2, 'nourish': 2, 'invigorate': 2, 'affection': 2, 'learn': 2, 'human': 2, 'behold': 2, 'wear': 2, 'impress': 2, 'maker': 2, 'kindness': 2, 'protection': 2, 'interest': 2, 'want': 2, 'danger': 2, 'truly': 2, 'extent': 2, 'combine': 2, 'calculate': 2, 'inferior': 2, 'organization': 2, 'generally': 2, 'accede': 2, 'possesse': 2, 'fashioning': 2, 'fashion': 2, 'unwilling': 2, 'presume': 2, 'unbounded': 2, 'break': 2, 'abolish': 2, 'en': 2, 'discountenance': 2, 'use': 2, 'beverage': 2, 'private': 2, 'party': 2, 'opposite': 2, 'title': 2, 'gentleman': 2, 'insult': 2, 'delicacy': 2, 'aware': 2, 'equally': 2, 'duty': 2, 'extend': 2, 'wanderer': 2, 'reclaim': 2, 'poor': 2, 'deluded': 2, 'rob': 2, 'precious': 2, 'gem': 2, 'blush': 2, 'belong': 2, 'collectively': 2, 'similar': 2, 'harmonize': 2, 'happify': 2, 'system': 2, 'fully': 2, 'persuade': 2, 'principle': 2, 'effectual': 2, 'brine': 2, 'establish': 2, 'conform': 2, 'conduce': 2, 'remember': 2, 'live': 2, 'self': 2, 'accountable': 2, 'author': 2, 'candidly': 2, 'seriously': 2, 'investigate': 2, 'matter': 2, 'decide': 2, 'sake': 2, 'err': 2, 'forward': 2, 'conclusion': 2, 'attain': 2, 'satisfied': 2, 'adopt': 2, 'ready': 2, 'cooperate': 2, 'humble': 2, 'age': 2, 'neutral': 2, 'position': 2, 'assume': 2, 'avow': 2, 'promote': 2, 'enterprise': 2, 'precept': 2, 'example': 2, 'sit': 2, 'ease': 2, 'speak': 2, 'lie': 2, 'generosity': 2, 'prompt': 2, 'enlighten': 2, 'associated': 2, 'body': 2, 'world': 2, 'beg': 2, 'lend': 2, 'mankind': 2, 'comparatively': 2, 'dare': 2, 'small': 2, 'expect': 2, 'honor': 2, 'anticipate': 2, 'secure': 2, 'assuredly': 2, 'children': 2, 'departure': 2, 'young': 2, 'boldly': 2, 'declare': 2, 'experience': 2, 'mortification': 2, 'dear': 2, 'lose': 2, 'anxiously': 2, 'arrive': 2, 'till': 2, 'institute': 2, 'susan': 2, 'b.': 2, 'anthony': 2, 'address': 2, 'deliver': 2, 'rise': 1, 'opposed': 1, 'week]we': 1, 'intercourse': 1, 'suasion': 1, '*': 1, 'sons': 1, 'eacth': 1, 'arises': 1, 'oppose': 1, 'daughters': 1, 'view': 1, 'intercouse': 1, 'sucesion': 1})"
